采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数
2026-05-17 00:05:38,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,727483,11693,9222,10200,1207,919,2285,1
2026-05-17 00:05:38,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2400220,57310,41887,42321,6944,11585,18791,3
2026-05-17 00:05:38,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,116376,6725,884,6660,622,49,22,1
2026-05-17 00:05:38,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1904054,21702,21109,18644,4310,3900,6699,1
2026-05-17 00:05:38,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,53959,702,342,953,628,21,34,1
2026-05-17 00:05:38,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,973210,16347,10933,15795,1570,2357,2026,2
2026-05-17 00:05:38,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-17 00:05:38,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,24979,4248,812,3234,35,14,51,1
2026-05-17 00:05:38,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,13834,588,149,390,12,5,23,1
2026-05-17 00:05:38,BV1qbULBbE5U,9,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,201426,25204,2984,17929,273,102,276,1
2026-05-17 00:05:38,BV1C6x4zcEdC,10,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,28952,1522,183,1334,42,20,8,2
2026-05-17 00:05:38,BV1Xm61BEEnt,11,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,43813,7429,3374,2789,202,257,423,2
2026-05-17 00:05:38,BV18Ce3zpESm,12,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,15096,892,167,537,45,40,19,2
2026-05-17 01:05:47,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,727542,11694,9222,10201,1212,919,2285,1
2026-05-17 01:05:47,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2400640,57320,41889,42330,6948,11585,18792,4
2026-05-17 01:05:47,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,116435,6727,884,6662,626,49,22,1
2026-05-17 01:05:47,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1904094,21706,21109,18650,4314,3900,6699,3
2026-05-17 01:05:47,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,54018,703,342,954,632,21,34,1
2026-05-17 01:05:47,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,973239,16352,10933,15799,1574,2357,2026,2
2026-05-17 01:05:47,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-17 01:05:47,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,25127,4248,812,3234,35,14,51,1
2026-05-17 01:05:47,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,13979,588,149,390,12,5,23,1
2026-05-17 01:05:47,BV1qbULBbE5U,9,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,201596,25212,2984,17931,273,102,276,1
2026-05-17 01:05:47,BV1C6x4zcEdC,10,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,29075,1522,183,1334,42,20,8,4
2026-05-17 01:05:47,BV1Xm61BEEnt,11,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,43951,7429,3374,2789,202,257,423,3
2026-05-17 01:05:47,BV18Ce3zpESm,12,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,15206,892,167,538,45,40,19,3
2026-05-17 02:05:56,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,727592,11694,9222,10202,1212,919,2285,1
2026-05-17 02:05:56,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2401047,57323,41891,42333,6948,11585,18792,4
2026-05-17 02:05:56,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,116487,6729,884,6664,626,49,22,1
2026-05-17 02:05:56,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1904115,21707,21111,18652,4314,3900,6699,1
2026-05-17 02:05:56,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,54070,703,342,954,632,21,34,1
2026-05-17 02:05:56,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,973257,16352,10933,15801,1574,2357,2026,1
2026-05-17 02:05:56,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-17 02:05:56,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,25312,4248,812,3234,35,14,51,1
2026-05-17 02:05:56,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,14164,588,149,390,12,5,23,1
2026-05-17 02:05:56,BV1qbULBbE5U,9,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,201803,25218,2984,17932,273,102,276,1
2026-05-17 02:05:56,BV1C6x4zcEdC,10,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,29201,1522,183,1334,42,20,8,2
2026-05-17 02:05:56,BV1Xm61BEEnt,11,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,44097,7430,3376,2789,202,257,423,2
2026-05-17 02:05:56,BV18Ce3zpESm,12,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,15329,893,167,538,45,40,19,2
2026-05-17 03:06:06,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,727629,11694,9222,10203,1212,919,2285,1
2026-05-17 03:06:06,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2401423,57326,41893,42338,6948,11585,18792,5
2026-05-17 03:06:06,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,116530,6731,884,6665,626,49,22,1
2026-05-17 03:06:06,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1904134,21708,21111,18653,4314,3900,6699,1
2026-05-17 03:06:06,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,54113,703,342,955,632,21,34,1
2026-05-17 03:06:06,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,973269,16352,10933,15803,1574,2357,2026,1
2026-05-17 03:06:06,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-17 03:06:06,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,25503,4248,812,3234,35,14,51,1
2026-05-17 03:06:06,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,14343,588,149,390,12,5,23,1
