采集时间,输入,BV号,标题,UP主,UP主mid,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数,每小时播放增量,是否起量
2026-04-08 22:17:33,https://www.bilibili.com/video/BV1uZvUBrEDt/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1uZvUBrEDt,【杨博文｜4K舞台直拍】来听四代ace博文开口定调新歌适合不适合，不愧是四代概念中心,关键时刻来瓶尖叫,2142251174,2026-01-01 20:00:00,3478,488,118,185,3,12,4,1,0,False
2026-04-08 22:39:06,https://www.bilibili.com/video/BV1uZvUBrEDt/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1uZvUBrEDt,【杨博文｜4K舞台直拍】来听四代ace博文开口定调新歌适合不适合，不愧是四代概念中心,关键时刻来瓶尖叫,2142251174,2026-01-01 20:00:00,3480,489,118,187,3,12,4,1,2,False
2026-04-08 23:39:11,https://www.bilibili.com/video/BV1uZvUBrEDt/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1uZvUBrEDt,【杨博文｜4K舞台直拍】来听四代ace博文开口定调新歌适合不适合，不愧是四代概念中心,关键时刻来瓶尖叫,2142251174,2026-01-01 20:00:00,3480,489,118,187,3,12,4,1,0,False
2026-04-08 22:17:33,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,3546622113876662,2026-02-01 19:33:16,27138,512,190,237,14,13,11,1,0,False
2026-04-08 22:39:06,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,3546622113876662,2026-02-01 19:33:16,27142,512,190,237,14,13,11,1,4,False
2026-04-08 23:39:11,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,3546622113876662,2026-02-01 19:33:16,27142,512,190,237,14,13,11,1,0,False
2026-04-08 22:17:33,https://www.bilibili.com/video/BV1byQoBgEks/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1byQoBgEks,自测年糕,一个热年糕,473313939,2026-03-23 19:30:06,330,0,0,2,0,0,0,2,0,False
2026-04-08 22:39:06,https://www.bilibili.com/video/BV1byQoBgEks/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1byQoBgEks,自测年糕,一个热年糕,473313939,2026-03-23 19:30:06,334,0,0,2,0,0,0,1,4,False
2026-04-08 23:39:11,https://www.bilibili.com/video/BV1byQoBgEks/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1byQoBgEks,自测年糕,一个热年糕,473313939,2026-03-23 19:30:06,334,0,0,2,0,0,0,1,0,False
2026-04-08 22:17:33,https://www.bilibili.com/video/BV1XA6nBGEPV/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,3691008405539791,2026-02-01 00:23:17,1888696,20957,20581,17721,3513,3801,6560,2,0,False
