采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数,错误
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1nMofB3Ej1/?spm_id_from=333.1387.favlist.content.click&vd_source=16a7f07b9e5dd874555b76525439e2d8,0,BV1nMofB3Ej1,脚本测试4,我要在森林里盖房子,2026-04-26 14:11:37,1080.0,2.0,0.0,1.0,0.0,0.0,0.0,7,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1ZLofBiEM9/?spm_id_from=333.1387.favlist.content.click&vd_source=16a7f07b9e5dd874555b76525439e2d8,1,BV1ZLofBiEM9,脚本测试3,我要在森林里盖房子,2026-04-26 14:09:42,1133.0,4.0,0.0,1.0,0.0,0.0,0.0,7,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV17LofBiEvm/?spm_id_from=333.1387.favlist.content.click&vd_source=16a7f07b9e5dd874555b76525439e2d8,2,BV17LofBiEvm,脚本测试2,包妈包包子,2026-04-26 14:08:31,857.0,2.0,0.0,1.0,0.0,0.0,0.0,7,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1q5ofBTEXC/?spm_id_from=333.1387.favlist.content.click&vd_source=16a7f07b9e5dd874555b76525439e2d8,3,BV1q5ofBTEXC,脚本测试1,喜欢吃鸡蛋果,2026-04-26 13:54:58,894.0,3.0,0.0,1.0,0.0,0.0,0.0,7,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1M9ePzaELH/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288771177&round=1&index=0&windowIndex=0&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,4,BV1M9ePzaELH,「杨博文｜卡拉永远OK」突发舞台事故？我怎么没看见,Astra_杨博文,2025-08-19 22:15:30,791839.0,13996.0,4396.0,9453.0,1248.0,601.0,510.0,1,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1EGBCBmEo8/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288775170&round=1&index=1&windowIndex=1&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,5,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,701161.0,11507.0,9111.0,9594.0,693.0,910.0,2281.0,1,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1A5vkB2E1k/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288779174&round=1&index=2&windowIndex=2&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,6,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2339517.0,55802.0,41349.0,41128.0,6225.0,11441.0,18317.0,1,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1eQ6bBrE5m/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288783171&round=1&index=3&windowIndex=3&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,7,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,83954.0,5920.0,685.0,5389.0,108.0,38.0,14.0,2,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1XA6nBGEPV/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288791171&round=1&index=5&windowIndex=5&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,8,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1894679.0,21214.0,20786.0,17872.0,3775.0,3808.0,6609.0,1,
2026-04-30 01:00:00,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.337.search-card.all.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,9,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,28743.0,517.0,192.0,237.0,113.0,13.0,11.0,1,
