采集时间,输入,BV号,标题,UP主,UP主mid,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1L8APzFEka/?spm_id_from=333.1387.favlist.content.click&vd_source=406d0cf895bedbdc58a3d0130d55e34c,BV1L8APzFEka,多网页测试3,喜欢吃鸡蛋果,3691007835114399,2026-03-21 20:04:46,1665,0,0,2,4,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV17S6MBpEUz/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV17S6MBpEUz,多网页自测4,白颜夕,4980992,2026-01-27 14:01:58,2253,0,0,9,0,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1VhAPzbEme/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1VhAPzbEme,防吞,爱磕糖的兔子Y,628963336,2026-03-21 20:01:30,1710,2,0,2,0,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1wH6uBhEYF/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1wH6uBhEYF,多网页测试1,我要在森林里盖房子,3690983430556566,2026-01-27 13:37:56,2107,0,0,9,0,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1LD6MBQEfs/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1LD6MBQEfs,多网页测试2,一个热年糕,473313939,2026-01-27 13:54:51,2106,0,0,6,0,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1J7Awz8EUZ/?spm_id_from=333.1387.favlist.content.click,BV1J7Awz8EUZ,自测鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-03-21 16:17:31,400,0,0,1,1,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1UAdsBXEVU/?spm_id_from=333.1387.homepage.video_card.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1UAdsBXEVU,自测2号鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-18 22:55:52,14,4,0,1,0,0,0,1
2026-04-19 00:35:38,https://www.bilibili.com/video/BV1DsQGBLE54/?spm_id_from=333.1387.favlist.content.click,BV1DsQGBLE54,自测无登录鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-14 21:59:19,170,3,0,1,0,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1L8APzFEka/?spm_id_from=333.1387.favlist.content.click&vd_source=406d0cf895bedbdc58a3d0130d55e34c,BV1L8APzFEka,多网页测试3,喜欢吃鸡蛋果,3691007835114399,2026-03-21 20:04:46,1696,0,0,2,4,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV17S6MBpEUz/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV17S6MBpEUz,多网页自测4,白颜夕,4980992,2026-01-27 14:01:58,2284,0,0,9,0,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1VhAPzbEme/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1VhAPzbEme,防吞,爱磕糖的兔子Y,628963336,2026-03-21 20:01:30,1740,2,0,2,0,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1wH6uBhEYF/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1wH6uBhEYF,多网页测试1,我要在森林里盖房子,3690983430556566,2026-01-27 13:37:56,2138,0,0,9,0,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1LD6MBQEfs/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1LD6MBQEfs,多网页测试2,一个热年糕,473313939,2026-01-27 13:54:51,2137,0,0,6,0,0,0,2
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1J7Awz8EUZ/?spm_id_from=333.1387.favlist.content.click,BV1J7Awz8EUZ,自测鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-03-21 16:17:31,411,0,0,1,1,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1UAdsBXEVU/?spm_id_from=333.1387.homepage.video_card.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1UAdsBXEVU,自测2号鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-18 22:55:52,24,4,0,1,0,0,0,1
2026-04-19 01:35:43,https://www.bilibili.com/video/BV1DsQGBLE54/?spm_id_from=333.1387.favlist.content.click,BV1DsQGBLE54,自测无登录鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-14 21:59:19,180,3,0,1,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1L8APzFEka/?spm_id_from=333.1387.favlist.content.click&vd_source=406d0cf895bedbdc58a3d0130d55e34c,BV1L8APzFEka,多网页测试3,喜欢吃鸡蛋果,3691007835114399,2026-03-21 20:04:46,1722,0,0,2,4,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV17S6MBpEUz/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV17S6MBpEUz,多网页自测4,白颜夕,4980992,2026-01-27 14:01:58,2309,0,0,9,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1VhAPzbEme/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1VhAPzbEme,防吞,爱磕糖的兔子Y,628963336,2026-03-21 20:01:30,1766,2,0,2,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1wH6uBhEYF/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1wH6uBhEYF,多网页测试1,我要在森林里盖房子,3690983430556566,2026-01-27 13:37:56,2163,0,0,9,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1LD6MBQEfs/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1LD6MBQEfs,多网页测试2,一个热年糕,473313939,2026-01-27 13:54:51,2161,0,0,6,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1J7Awz8EUZ/?spm_id_from=333.1387.favlist.content.click,BV1J7Awz8EUZ,自测鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-03-21 16:17:31,421,0,0,1,1,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1UAdsBXEVU/?spm_id_from=333.1387.homepage.video_card.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1UAdsBXEVU,自测2号鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-18 22:55:52,34,4,0,1,0,0,0,1
2026-04-19 02:35:47,https://www.bilibili.com/video/BV1DsQGBLE54/?spm_id_from=333.1387.favlist.content.click,BV1DsQGBLE54,自测无登录鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-14 21:59:19,190,3,0,1,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1L8APzFEka/?spm_id_from=333.1387.favlist.content.click&vd_source=406d0cf895bedbdc58a3d0130d55e34c,BV1L8APzFEka,多网页测试3,喜欢吃鸡蛋果,3691007835114399,2026-03-21 20:04:46,1750,0,0,2,4,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV17S6MBpEUz/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV17S6MBpEUz,多网页自测4,白颜夕,4980992,2026-01-27 14:01:58,2338,0,0,9,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1VhAPzbEme/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1VhAPzbEme,防吞,爱磕糖的兔子Y,628963336,2026-03-21 20:01:30,1793,2,0,2,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1wH6uBhEYF/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1wH6uBhEYF,多网页测试1,我要在森林里盖房子,3690983430556566,2026-01-27 13:37:56,2189,0,0,9,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1LD6MBQEfs/?spm_id_from=333.1387.favlist.content.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1LD6MBQEfs,多网页测试2,一个热年糕,473313939,2026-01-27 13:54:51,2189,0,0,6,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1J7Awz8EUZ/?spm_id_from=333.1387.favlist.content.click,BV1J7Awz8EUZ,自测鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-03-21 16:17:31,431,0,0,1,1,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1UAdsBXEVU/?spm_id_from=333.1387.homepage.video_card.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,BV1UAdsBXEVU,自测2号鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-18 22:55:52,45,4,0,1,0,0,0,1
2026-04-19 03:35:51,https://www.bilibili.com/video/BV1DsQGBLE54/?spm_id_from=333.1387.favlist.content.click,BV1DsQGBLE54,自测无登录鸡蛋果,喜欢吃鸡蛋果,3691007835114399,2026-04-14 21:59:19,200,3,0,1,0,0,0,1
