采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数,时间,BV,播放量,30min增量,1h增量
2026-05-14 08:55:48,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378258.0,57067.0,41805.0,42152.0,6742.0,11552.0,18723.0,3.0,,,,,
2026-05-14 08:55:48,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111162.0,6606.0,848.0,6523.0,472.0,49.0,19.0,1.0,,,,,
2026-05-14 08:55:48,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1901966.0,21589.0,21046.0,18548.0,4155.0,3896.0,6687.0,5.0,,,,,
2026-05-14 08:55:48,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,49852.0,682.0,319.0,887.0,479.0,19.0,14.0,1.0,,,,,
2026-05-14 08:55:48,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970781.0,16201.0,10882.0,15613.0,1406.0,2350.0,1978.0,1.0,,,,,
2026-05-14 08:55:48,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 08:55:48,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18167.0,4168.0,790.0,3147.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 08:55:48,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7161.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 08:55:48,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192196.0,24922.0,2932.0,17720.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 08:55:48,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21672.0,1486.0,171.0,1282.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 08:55:48,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35989.0,7393.0,3368.0,2745.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 08:55:48,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7895.0,854.0,149.0,489.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 09:55:57,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723382.0,11680.0,9206.0,10160.0,1058.0,918.0,2285.0,1.0,,,,,
2026-05-14 09:55:57,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378326.0,57067.0,41805.0,42151.0,6742.0,11552.0,18723.0,2.0,,,,,
2026-05-14 09:55:57,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111209.0,6606.0,848.0,6523.0,473.0,49.0,19.0,3.0,,,,,
2026-05-14 09:55:57,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1901984.0,21590.0,21046.0,18548.0,4155.0,3896.0,6687.0,3.0,,,,,
2026-05-14 09:55:57,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,49893.0,682.0,319.0,887.0,480.0,19.0,14.0,1.0,,,,,
2026-05-14 09:55:57,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970788.0,16201.0,10882.0,15613.0,1406.0,2350.0,1978.0,1.0,,,,,
2026-05-14 09:55:57,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 09:55:57,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18167.0,4168.0,790.0,3147.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 09:55:57,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7161.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 09:55:57,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192208.0,24924.0,2932.0,17721.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 09:55:57,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21673.0,1486.0,171.0,1282.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 09:55:57,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35989.0,7393.0,3368.0,2745.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 09:55:57,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7895.0,854.0,149.0,489.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 10:56:06,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723436.0,11680.0,9206.0,10159.0,1058.0,918.0,2285.0,1.0,,,,,
2026-05-14 10:56:06,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378407.0,57068.0,41807.0,42152.0,6744.0,11552.0,18723.0,1.0,,,,,
2026-05-14 10:56:06,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111266.0,6606.0,848.0,6523.0,474.0,49.0,19.0,1.0,,,,,
2026-05-14 10:56:06,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902003.0,21591.0,21046.0,18548.0,4159.0,3896.0,6687.0,3.0,,,,,
2026-05-14 10:56:06,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,49946.0,682.0,319.0,887.0,481.0,19.0,14.0,1.0,,,,,
2026-05-14 10:56:06,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970798.0,16201.0,10882.0,15613.0,1408.0,2350.0,1978.0,2.0,,,,,
2026-05-14 10:56:06,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 10:56:06,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18167.0,4168.0,790.0,3147.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 10:56:06,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7161.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 10:56:06,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192218.0,24924.0,2932.0,17721.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 10:56:06,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21678.0,1486.0,171.0,1282.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 10:56:06,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35990.0,7394.0,3368.0,2745.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 10:56:06,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7895.0,854.0,149.0,489.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 11:56:15,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723491.0,11680.0,9206.0,10159.0,1060.0,918.0,2285.0,1.0,,,,,
2026-05-14 11:56:15,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378507.0,57068.0,41807.0,42152.0,6744.0,11552.0,18723.0,2.0,,,,,
2026-05-14 11:56:15,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111325.0,6606.0,848.0,6523.0,475.0,49.0,19.0,1.0,,,,,
2026-05-14 11:56:15,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902023.0,21593.0,21046.0,18548.0,4159.0,3896.0,6687.0,1.0,,,,,
2026-05-14 11:56:15,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,49996.0,682.0,319.0,887.0,482.0,19.0,14.0,1.0,,,,,
2026-05-14 11:56:15,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970812.0,16201.0,10882.0,15613.0,1408.0,2351.0,1978.0,1.0,,,,,
2026-05-14 11:56:15,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 11:56:15,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18169.0,4168.0,790.0,3147.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 11:56:15,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7161.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 11:56:15,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192234.0,24926.0,2933.0,17724.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 11:56:15,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21679.0,1486.0,171.0,1282.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 11:56:15,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35990.0,7394.0,3368.0,2745.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 11:56:15,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7896.0,854.0,149.0,489.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 12:56:24,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723547.0,11680.0,9206.0,10161.0,1060.0,918.0,2285.0,1.0,,,,,
2026-05-14 12:56:24,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378599.0,57070.0,41807.0,42154.0,6746.0,11552.0,18723.0,1.0,,,,,
2026-05-14 12:56:24,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111390.0,6607.0,848.0,6524.0,476.0,49.0,19.0,2.0,,,,,
2026-05-14 12:56:24,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902056.0,21595.0,21046.0,18550.0,4161.0,3896.0,6688.0,5.0,,,,,
2026-05-14 12:56:24,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,50049.0,682.0,319.0,887.0,483.0,19.0,14.0,1.0,,,,,
2026-05-14 12:56:24,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970842.0,16202.0,10882.0,15614.0,1410.0,2351.0,1978.0,1.0,,,,,
2026-05-14 12:56:24,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 12:56:24,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18172.0,4169.0,790.0,3148.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 12:56:24,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7161.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 12:56:24,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192265.0,24927.0,2933.0,17726.0,271.0,100.0,271.0,2.0,,,,,
2026-05-14 12:56:24,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21684.0,1486.0,171.0,1282.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 12:56:24,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35991.0,7395.0,3368.0,2745.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 12:56:24,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7897.0,854.0,149.0,489.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 13:56:33,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723610.0,11680.0,9206.0,10162.0,1062.0,918.0,2285.0,1.0,,,,,
2026-05-14 13:56:33,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378721.0,57070.0,41807.0,42157.0,6747.0,11552.0,18723.0,1.0,,,,,
2026-05-14 13:56:33,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111480.0,6608.0,848.0,6524.0,477.0,49.0,19.0,1.0,,,,,
2026-05-14 13:56:33,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902082.0,21595.0,21046.0,18551.0,4161.0,3896.0,6688.0,1.0,,,,,
2026-05-14 13:56:33,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,50114.0,682.0,319.0,887.0,484.0,19.0,14.0,1.0,,,,,
2026-05-14 13:56:33,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970875.0,16203.0,10882.0,15616.0,1410.0,2351.0,1978.0,2.0,,,,,
2026-05-14 13:56:33,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 13:56:33,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18175.0,4170.0,790.0,3150.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 13:56:33,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7162.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 13:56:33,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192292.0,24931.0,2933.0,17729.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 13:56:33,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21691.0,1487.0,171.0,1283.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 13:56:33,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,35992.0,7396.0,3368.0,2746.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 13:56:33,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7906.0,855.0,149.0,490.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 14:56:43,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723678.0,11680.0,9206.0,10162.0,1063.0,918.0,2285.0,1.0,,,,,
2026-05-14 14:56:43,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378851.0,57071.0,41807.0,42157.0,6750.0,11552.0,18723.0,3.0,,,,,
2026-05-14 14:56:43,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111562.0,6608.0,848.0,6524.0,478.0,49.0,19.0,1.0,,,,,
2026-05-14 14:56:43,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902128.0,21597.0,21048.0,18551.0,4164.0,3896.0,6688.0,3.0,,,,,
2026-05-14 14:56:43,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,50180.0,682.0,319.0,888.0,484.0,19.0,14.0,1.0,,,,,
2026-05-14 14:56:43,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970908.0,16203.0,10882.0,15615.0,1412.0,2351.0,1978.0,3.0,,,,,
2026-05-14 14:56:43,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 14:56:43,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18175.0,4170.0,790.0,3150.0,35.0,14.0,51.0,1.0,,,,,
2026-05-14 14:56:43,BV1p6eGzVE4p,8.0,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,7162.0,575.0,133.0,357.0,12.0,4.0,23.0,1.0,,,,,
2026-05-14 14:56:43,BV1qbULBbE5U,9.0,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,192303.0,24931.0,2933.0,17729.0,271.0,100.0,271.0,1.0,,,,,
2026-05-14 14:56:43,BV1C6x4zcEdC,10.0,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21704.0,1487.0,171.0,1283.0,38.0,19.0,8.0,1.0,,,,,
2026-05-14 14:56:43,BV1Xm61BEEnt,11.0,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,36008.0,7397.0,3368.0,2746.0,200.0,257.0,423.0,1.0,,,,,
2026-05-14 14:56:43,BV18Ce3zpESm,12.0,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,7921.0,855.0,149.0,490.0,45.0,40.0,19.0,1.0,,,,,
2026-05-14 15:56:52,BV1EGBCBmEo8,0.0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,723738.0,11680.0,9206.0,10161.0,1065.0,918.0,2285.0,1.0,,,,,
2026-05-14 15:56:52,BV1A5vkB2E1k,1.0,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2378959.0,57071.0,41807.0,42157.0,6751.0,11552.0,18725.0,2.0,,,,,
2026-05-14 15:56:52,BV1eQ6bBrE5m,2.0,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,111641.0,6608.0,848.0,6525.0,480.0,49.0,19.0,2.0,,,,,
2026-05-14 15:56:52,BV1XA6nBGEPV,3.0,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1902161.0,21598.0,21050.0,18552.0,4164.0,3896.0,6688.0,1.0,,,,,
2026-05-14 15:56:52,BV1e364BwE63,4.0,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,50237.0,682.0,319.0,889.0,486.0,19.0,14.0,1.0,,,,,
2026-05-14 15:56:52,BV1bi62B1EhS,5.0,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,970930.0,16206.0,10886.0,15616.0,1413.0,2351.0,1978.0,3.0,,,,,
2026-05-14 15:56:52,BV1dGR9BLERW,6.0,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,580.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,
2026-05-14 15:56:52,BV1Pb64BSELU,7.0,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,18177.0,4170.0,790.0,3150.0,35.0,14.0,51.0,1.0,,,,,
