采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1M9ePzaELH/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288771177&round=1&index=0&windowIndex=0&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,0,BV1M9ePzaELH,「杨博文｜卡拉永远OK」突发舞台事故？我怎么没看见,Astra_杨博文,2025-08-19 22:15:30,794776,14027,4414,9455,1552,603,510,2
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1EGBCBmEo8/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288775170&round=1&index=1&windowIndex=1&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,1,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,719441,11667,9202,10126,995,917,2285,1
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1A5vkB2E1k/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288779174&round=1&index=2&windowIndex=2&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,2,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2372804,56966,41760,42075,6662,11524,18683,4
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1eQ6bBrE5m/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288783171&round=1&index=3&windowIndex=3&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,3,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,106845,6534,835,6429,412,48,19,2
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1XA6nBGEPV/?auto_task=true&danmaku=0&dm=0&quality=1&t=1777288791171&round=1&index=5&windowIndex=5&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,4,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1900575,21517,20984,18470,4092,3834,6642,4
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1e364BwE63/?spm_id_from=333.337.search-card.all.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,5,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,46148,673,316,851,418,18,14,4
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1s8BvBPEN5/?spm_id_from=333.337.search-card.all.click&vd_source=bdf775a036c61c0159ac2f0c251aaeb7,6,BV1s8BvBPEN5,【杨博文｜4K舞台直拍】好运来祝你好运来～博文宝宝祝你新年好运来,关键时刻来瓶尖叫,2025-12-27 00:43:12,1871502,31953,16147,30270,2010,3747,4432,1
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1dGR9BLERW/?spm_id_from=333.1387.favlist.content.click&vd_source=406d0cf895bedbdc58a3d0130d55e34c,7,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,410,3,0,1,0,0,0,3
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1Ckt8zVEKs/?spm_id_from=333.1387.favlist.content.click&vd_source=6376e07ec49eec7d49dd941ef312f95d,8,BV1Ckt8zVEKs,【杨博文｜舞台直拍】内娱宝藏爱豆！神的孩子在跳舞！Deja Vu舞台直拍,关键时刻来瓶尖叫,2025-08-09 23:28:46,3225,427,231,188,20,23,24,3
2026-05-12 00:35:48,https://www.bilibili.com/video/BV1C6x4zcEdC/?spm_id_from=333.1387.favlist.content.click&vd_source=6376e07ec49eec7d49dd941ef312f95d,9,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,21392,1484,171,1278,38,19,8,3
