采集时间,输入,原始顺序,BV号,标题,UP主,上传时间,总播放量,点赞数,投币数,收藏数,转发数,评论数,弹幕数,在线人数
2026-05-16 00:01:49,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,725789,11689,9216,10178,1110,918,2285,3
2026-05-16 00:01:49,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2390083,57160,41849,42234,6822,11565,18758,3
2026-05-16 00:01:49,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,114133,6665,866,6595,522,49,19,1
2026-05-16 00:01:49,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1903159,21642,21078,18601,4212,3900,6697,1
2026-05-16 00:01:49,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,52288,693,331,918,532,20,14,1
2026-05-16 00:01:49,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,972100,16281,10909,15702,1461,2354,1983,6
2026-05-16 00:01:49,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-16 00:01:49,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,21938,4206,810,3202,35,14,51,1
2026-05-16 00:01:49,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,10514,586,149,386,12,5,23,1
2026-05-16 00:01:49,BV1qbULBbE5U,9,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,197007,25063,2969,17844,273,101,273,1
2026-05-16 00:01:49,BV1C6x4zcEdC,10,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,25668,1519,183,1327,40,20,8,3
2026-05-16 00:01:49,BV1Xm61BEEnt,11,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,40218,7419,3372,2784,202,257,423,2
2026-05-16 00:01:49,BV18Ce3zpESm,12,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,11840,880,159,528,45,40,19,2
2026-05-16 01:01:59,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,725868,11689,9216,10178,1110,918,2285,1
2026-05-16 01:01:59,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2390531,57168,41855,42241,6826,11575,18768,6
2026-05-16 01:01:59,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,114217,6665,866,6595,525,49,19,1
2026-05-16 01:01:59,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1903205,21646,21086,18603,4215,3900,6697,1
2026-05-16 01:01:59,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,52369,694,331,921,534,20,14,2
2026-05-16 01:01:59,BV1bi62B1EhS,5,BV1bi62B1EhS,【杨博文丨四机位4K直拍】谁懂啊！群舞里的绝对焦点，《Manta》的亮眼表现！,houRlyRambo丨杨博文,2026-01-10 19:15:19,972148,16283,10913,15706,1464,2354,1983,4
2026-05-16 01:01:59,BV1dGR9BLERW,6,BV1dGR9BLERW,自测test,我要在森林里盖房子,2026-05-09 20:44:51,584,3,0,0,1,0,0,1
2026-05-16 01:01:59,BV1Pb64BSELU,7,BV1Pb64BSELU,【杨博文】此男就这样一步一步扭进我心里 冬季版限定白色恋人袭来｜Whywhywhy 4k横屏直拍,游园会_杨博文,2026-02-01 18:52:15,22051,4206,810,3202,35,14,51,1
2026-05-16 01:01:59,BV1p6eGzVE4p,8,BV1p6eGzVE4p,「杨博文｜Go In Blind」丝带一拿，爽感Max,Astra_杨博文,2025-08-20 22:04:32,10670,586,149,386,12,5,23,1
2026-05-16 01:01:59,BV1qbULBbE5U,9,BV1qbULBbE5U,【4K直拍】刷到杨博文跳《Lucifer》还不点进来看！！,Kismet丨杨博文,2025-11-21 21:26:08,197203,25070,2975,17849,273,101,273,1
2026-05-16 01:01:59,BV1C6x4zcEdC,10,BV1C6x4zcEdC,【杨博文｜4k舞台直拍】妈妈级别的Deja Vu看起来也太爽了吧,关键时刻来瓶尖叫,2025-10-04 22:30:53,25789,1519,183,1328,40,20,8,2
2026-05-16 01:01:59,BV1Xm61BEEnt,11,BV1Xm61BEEnt,【杨博文】致命诱惑<希区考克 作品152> 4k 竖版直拍 Focus,Roseate丨杨博文,2026-01-31 17:54:23,40347,7419,3372,2785,202,257,423,2
2026-05-16 01:01:59,BV18Ce3zpESm,12,BV18Ce3zpESm,独一份的清冷破碎感｜杨博文｜路灯下的小姑娘4K直拍,WIX99,2025-08-20 16:44:03,11948,881,159,528,45,40,19,2
2026-05-16 02:02:08,BV1EGBCBmEo8,0,BV1EGBCBmEo8,【杨博文｜4K高清直拍】魅魔级别的《Manta》舞台，看博文如何一yeah封神,关键时刻来瓶尖叫,2025-12-27 23:15:44,725945,11690,9218,10180,1114,918,2285,1
2026-05-16 02:02:08,BV1A5vkB2E1k,1,BV1A5vkB2E1k,【杨博文】Hey Mama六机位纯舞直拍丨15岁舞台统治者的诞生，四代主舞燃炸全场！,Kismet丨杨博文,2025-12-28 22:28:16,2390935,57172,41857,42244,6835,11575,18775,3
2026-05-16 02:02:08,BV1eQ6bBrE5m,2,BV1eQ6bBrE5m,【杨博文】四代来了一个表管天才<闭嘴跳舞>4k精剪直拍,61strawberry,2026-02-01 20:51:17,114297,6668,869,6598,526,49,19,1
2026-05-16 02:02:08,BV1XA6nBGEPV,3,BV1XA6nBGEPV,【4K精剪】希区考克 作品152 | 杨博文直拍 | 260131,underthepoplar,2026-02-01 00:23:17,1903233,21650,21088,18608,4216,3900,6697,2
2026-05-16 02:02:08,BV1e364BwE63,4,BV1e364BwE63,【杨博文】Why Why Why竖屏4k focus,meetsummer丨杨博文,2026-02-01 19:33:16,52444,696,334,927,536,20,14,2
